,Competition,Strength training,Recovery,Supplements,Cardiovascular training,Physiotherapy,Cancelled enrollment_False,Cancelled enrollment_True,Past injuries_False,Past injuries_True,Outcome
3186,0,124,46,11,89,0,0,1,0,1,0
3187,0,139,0,29,1,0,1,0,0,1,0
3188,3,7,0,10,59,0,0,1,1,0,0
3189,1,483,96,307,598,6,1,0,0,1,1
3190,1,973,600,319,548,48,1,0,0,1,1
3191,2,133,330,167,4,89,1,0,0,1,1
3192,1,267,304,172,265,30,0,1,0,1,0
3193,2,219,1143,320,21,180,1,0,0,1,1
3194,0,884,125,24,72,219,1,0,0,1,1
3195,1,123,50,86,515,0,1,0,0,1,1
3196,0,278,41,28,0,0,1,0,1,0,1
3197,0,1224,1398,18,269,370,1,0,0,1,1
3198,3,14,21,8,0,0,0,1,0,1,0
3199,1,2681,2611,956,1592,46,1,0,0,1,0
3200,0,228,346,47,0,0,1,0,1,0,1
3201,3,89,0,32,6,0,1,0,1,0,1
3202,2,65,35,162,14,0,1,0,0,1,1
3203,3,14,615,37,84,0,1,0,1,0,0
3204,1,2125,439,347,720,40,1,0,0,1,1
3205,1,2882,622,833,805,24,1,0,0,1,1
3206,2,68,137,141,11,0,1,0,0,1,1
3207,0,786,119,54,97,309,1,0,0,1,1
3208,3,101,310,192,204,0,1,0,1,0,1
3209,2,125,449,162,8,0,1,0,1,0,1
3210,2,239,9,36,133,0,0,1,1,0,0
3211,2,177,0,26,0,0,1,0,0,1,0
3212,0,1165,436,68,234,226,1,0,1,0,1
3213,0,543,65,26,137,145,1,0,0,1,1
3214,1,701,61,199,1166,20,1,0,0,1,1
3215,2,4,6,12,59,0,0,1,1,0,0
3216,1,3131,158,592,846,30,1,0,0,1,1
3217,3,4,239,10,73,0,1,0,1,0,0
3218,3,54,53,57,77,0,1,0,1,0,1
3219,2,197,138,44,0,21,1,0,1,0,0
3220,1,203,33,57,10,0,1,0,1,0,0
3221,2,89,63,131,12,70,1,0,1,0,1
3222,1,1271,104,372,857,20,1,0,0,1,0
3223,3,27,15,23,66,0,1,0,1,0,1
3224,0,69,15,38,73,0,1,0,0,1,1
3225,3,554,49,39,115,0,1,0,1,0,1
3226,3,36,77,17,80,0,1,0,1,0,1
3227,2,120,674,220,20,0,1,0,0,1,1
3228,3,31,45,45,72,0,0,1,1,0,0
3229,2,288,129,185,15,91,1,0,0,1,1
3230,0,178,118,46,77,0,1,0,0,1,1
3231,0,443,168,37,196,314,1,0,1,0,1
3232,3,250,214,76,10,0,1,0,0,1,1
3233,2,17,28,19,144,0,1,0,1,0,0
3234,2,3,8,11,45,0,0,1,1,0,0
3235,2,438,791,408,7,131,0,1,1,0,0
3236,1,1183,679,283,756,13,1,0,0,1,1
3237,0,1076,43,67,0,0,1,0,1,0,1
3238,0,238,7,28,94,0,1,0,0,1,1
3239,3,99,92,73,146,0,1,0,1,0,1
3240,3,546,39,33,216,0,1,0,0,1,1
3241,1,2423,370,563,1762,39,1,0,0,1,0
3242,2,129,114,188,3,7,1,0,1,0,0
3243,2,34,75,57,97,0,0,1,1,0,0
3244,2,42,0,75,542,0,0,1,1,0,0
3245,2,67,8,98,5,9,1,0,1,0,0
3246,2,391,0,68,149,0,1,0,1,0,1
3247,2,2455,863,161,538,0,1,0,1,0,1
3248,2,178,234,93,11,0,1,0,0,1,1
3249,3,113,648,38,74,0,1,0,1,0,1
3250,0,879,129,65,0,0,1,0,1,0,1
3251,1,809,157,410,925,36,1,0,0,1,1
3252,0,325,149,30,135,0,1,0,0,1,1
3253,2,252,269,178,22,168,1,0,0,1,1
3254,3,2,15,2,0,0,1,0,0,1,0
3255,2,220,1169,162,1,0,0,1,1,0,0
3256,0,740,213,13,83,65,1,0,1,0,1
3257,3,8,401,28,69,0,0,1,1,0,0
3258,2,351,266,135,5,68,1,0,0,1,0
3259,2,293,385,173,4,23,1,0,0,1,1
3260,1,1474,2226,416,1034,23,1,0,0,1,0
3261,1,51,29,51,78,0,1,0,0,1,0
3262,3,46,104,35,134,0,1,0,1,0,1
3263,1,2628,141,322,961,19,1,0,0,1,1
3264,3,23,6,36,59,0,1,0,1,0,1
3265,0,396,449,42,126,163,1,0,0,1,1
3266,1,390,90,232,904,1,1,0,0,1,0
3267,0,1113,83,73,226,190,1,0,1,0,1
3268,2,50,191,146,7,61,0,1,0,1,0
3269,1,545,41,143,461,86,1,0,0,1,1
3270,1,280,218,84,111,27,0,1,0,1,0
3271,0,388,156,45,176,0,1,0,0,1,1
3272,2,611,259,658,25,320,1,0,0,1,1
3273,1,812,1047,569,268,94,0,1,0,1,0
3274,1,788,1067,249,977,40,1,0,0,1,0
3275,2,435,97,293,9,64,1,0,0,1,1
3276,2,774,139,270,503,0,1,0,1,0,1
3277,3,139,32,23,59,0,1,0,1,0,1
3278,1,598,236,168,666,19,1,0,0,1,1
3279,0,500,749,44,102,0,1,0,0,1,1
3280,1,1616,3926,410,1235,65,1,0,0,1,1
3281,0,455,510,19,109,269,1,0,1,0,1
3282,2,110,67,122,723,0,1,0,1,0,1
3283,2,126,55,52,541,0,1,0,1,0,1
3284,2,464,254,320,10,152,1,0,0,1,1
3285,0,514,878,53,0,0,0,1,1,0,0
3286,1,752,119,375,577,25,1,0,0,1,1
3287,3,89,7,7,25,0,0,1,0,1,0
3288,3,3001,589,66,272,0,1,0,0,1,1
3289,0,330,20,4,127,0,1,0,0,1,0
3290,3,42,303,65,122,0,1,0,1,0,0
3291,0,21,0,8,5,0,1,0,0,1,0
3292,3,236,84,35,140,0,1,0,0,1,1
3293,1,1561,269,372,1175,35,1,0,0,1,1
3294,0,332,424,22,154,157,1,0,0,1,1
3295,1,675,36,150,267,15,1,0,0,1,0
3296,2,119,158,86,397,0,1,0,1,0,1
3297,2,193,663,491,57,107,1,0,1,0,1
3298,2,246,318,338,19,68,1,0,0,1,1
3299,2,160,392,374,11,292,0,1,0,1,0
3300,3,50,57,37,84,0,1,0,0,1,1
3301,3,42,165,17,57,0,1,0,1,0,1
3302,2,324,114,77,9,40,0,1,1,0,0
3303,1,1764,278,371,1030,27,1,0,0,1,1
3304,0,1082,282,106,187,375,1,0,0,1,1
3305,1,793,298,197,702,8,1,0,0,1,1
3306,2,558,532,500,18,196,1,0,1,0,1
3307,2,48,61,18,82,0,0,1,1,0,0
3308,1,102,89,42,195,0,0,1,0,1,0
3309,2,64,52,99,1262,0,1,0,1,0,0
3310,2,162,275,334,22,133,1,0,0,1,1
3311,3,9,69,26,62,0,1,0,1,0,0
3312,2,3,4,4,107,0,0,1,1,0,0
3313,2,330,120,74,732,0,1,0,1,0,1
3314,0,44,3,8,80,0,1,0,0,1,1
3315,1,3757,300,615,877,14,1,0,0,1,1
3316,2,18,1,32,377,0,0,1,1,0,0
3317,0,286,1133,42,0,0,1,0,1,0,1
3318,1,49,79,29,75,0,1,0,0,1,0
3319,2,16,3,27,32,0,0,1,1,0,0
3320,2,28,20,32,69,0,1,0,1,0,0
3321,2,49,28,88,287,0,1,0,1,0,1
3322,1,1321,292,177,714,16,1,0,0,1,1
3323,2,324,228,143,26,116,1,0,1,0,1
3324,1,172,201,52,32,9,0,1,0,1,0
3325,1,1562,336,413,720,61,1,0,0,1,0
3326,1,3800,365,691,838,51,1,0,0,1,1
3327,2,170,58,30,3,0,1,0,0,1,0
3328,0,74,0,2,169,0,1,0,0,1,1
3329,3,406,32,46,24,0,1,0,0,1,1
3330,3,94,0,39,65,0,1,0,1,0,0
3331,2,103,34,29,181,0,0,1,1,0,0
3332,1,782,19,148,394,0,1,0,0,1,1
3333,2,388,1017,415,9,239,1,0,0,1,0
3334,1,1010,191,385,1019,7,1,0,0,1,1
3335,2,474,134,169,8,151,1,0,0,1,0
3336,1,67,51,34,44,0,0,1,0,1,0
3337,1,2923,696,538,969,19,1,0,0,1,1
3338,3,32,6,38,48,0,1,0,1,0,1
3339,1,27,16,34,0,0,0,1,1,0,0
3340,0,41,20,23,25,0,1,0,0,1,0
3341,2,363,9,80,347,0,0,1,1,0,0
3342,3,18,1089,19,108,0,1,0,1,0,1
3343,2,51,68,44,249,0,1,0,1,0,0
3344,2,637,8,282,7,80,1,0,1,0,1
3345,3,23,670,19,56,0,1,0,1,0,0
3346,2,583,575,309,18,140,1,0,0,1,1
3347,2,72,106,56,78,0,1,0,0,1,0
3348,0,628,88,63,183,111,1,0,0,1,1
3349,0,453,79,32,101,0,1,0,0,1,1
3350,2,152,26,60,565,0,1,0,1,0,0
3351,3,2,9,3,56,0,1,0,1,0,1
3352,2,61,100,67,7,19,0,1,1,0,0
3353,3,795,7,34,317,0,1,0,0,1,1
3354,2,6,3,1,0,0,1,0,1,0,0
3355,2,206,38,32,3,0,1,0,0,1,0
3356,3,204,101,190,194,0,1,0,1,0,1
3357,0,82,159,11,73,0,1,0,0,1,1
3358,3,16,102,10,83,0,1,0,1,0,0
3359,3,10,45,16,32,0,0,1,0,1,0
3360,2,59,68,23,131,0,1,0,1,0,0
3361,3,134,769,89,111,0,1,0,1,0,1
3362,1,1157,793,276,583,20,1,0,1,0,1
3363,0,944,105,82,108,0,1,0,0,1,1
3364,1,2575,544,633,1957,30,1,0,0,1,1
3365,0,459,63,76,170,0,1,0,0,1,1
3366,3,15,144,8,84,0,1,0,1,0,1
3367,0,403,86,21,129,0,1,0,0,1,1
3368,1,88,63,84,0,8,0,1,1,0,0
3369,2,40,6,81,75,0,1,0,0,1,1
3370,3,7,203,16,70,0,1,0,1,0,1
3371,3,93,89,82,86,0,1,0,1,0,1
3372,0,410,37,21,122,0,1,0,0,1,1
3373,0,771,119,23,129,48,1,0,0,1,1
3374,0,1640,557,75,254,241,1,0,0,1,1
3375,2,402,488,201,8,169,1,0,0,1,1
3376,2,138,65,43,7,0,1,0,0,1,1
3377,3,21,680,33,83,0,1,0,0,1,1
3378,1,54,93,34,1,0,0,1,0,1,0
3379,0,263,316,30,97,0,1,0,0,1,1
3380,2,14,22,40,427,0,1,0,0,1,1
3381,3,7,0,29,24,0,0,1,1,0,0
3382,1,90,71,71,2,1,1,0,1,0,0
3383,0,1015,258,52,0,0,1,0,0,1,1
3384,2,72,12,7,1,0,1,0,1,0,0
3385,2,18,68,12,1,0,1,0,0,1,0
3386,2,225,35,10,74,0,0,1,1,0,0
3387,1,144,76,78,1,0,1,0,0,1,0
3388,2,14,31,22,330,0,1,0,1,0,0
3389,1,154,115,82,0,0,0,1,1,0,0
3390,0,592,483,81,113,0,1,0,0,1,1
3391,2,504,3,112,704,0,1,0,1,0,1
3392,0,474,91,46,81,95,1,0,0,1,1
3393,0,228,197,14,77,0,1,0,0,1,1
3394,2,23,13,28,178,0,0,1,0,1,0
3395,3,30,63,58,23,0,0,1,0,1,0
3396,2,593,50,165,1069,0,1,0,1,0,1
3397,0,1076,198,7,86,415,1,0,0,1,1
3398,1,111,180,69,551,1,1,0,0,1,1
3399,3,239,0,10,51,0,1,0,1,0,1
3400,2,59,367,84,634,0,1,0,1,0,1
3401,1,963,92,171,605,59,1,0,0,1,1
3402,3,73,730,158,94,0,1,0,1,0,1
3403,3,2,21,3,65,0,1,0,0,1,1
3404,3,3222,353,251,283,0,1,0,0,1,1
3405,2,159,16,39,4,4,0,1,1,0,0
3406,1,13,0,3,0,0,1,0,0,1,0
3407,2,47,11,105,538,0,1,0,0,1,1
3408,1,2008,512,501,557,14,1,0,1,0,1
3409,0,1254,1185,256,0,0,1,0,1,0,1
3410,2,355,223,100,0,85,1,0,0,1,1
3411,3,2,123,5,12,0,1,0,1,0,0
3412,3,95,489,146,91,0,1,0,1,0,1
3413,2,41,7,128,459,0,1,0,1,0,1
3414,2,115,97,75,850,0,1,0,1,0,1
3415,2,99,228,129,5,82,1,0,0,1,1
3416,2,12,13,4,46,0,0,1,1,0,0
3417,0,1009,2496,24,158,391,1,0,0,1,1
3418,1,53,67,64,94,0,0,1,0,1,0
3419,2,8,18,9,57,0,0,1,1,0,0
3420,0,1726,483,186,0,0,1,0,0,1,1
3421,0,450,10,13,130,0,1,0,0,1,1
3422,1,1410,162,355,487,46,0,1,0,1,0
3423,3,75,547,130,68,0,1,0,1,0,1
3424,2,117,405,161,6,0,1,0,0,1,1
3425,3,1328,591,87,110,0,1,0,0,1,1
3426,0,260,73,31,150,0,1,0,0,1,1
3427,2,140,127,33,561,0,1,0,1,0,1
3428,2,266,1132,341,927,0,1,0,1,0,1
3429,1,1929,468,280,694,2,1,0,0,1,1
3430,3,102,2876,240,122,0,1,0,1,0,1
3431,0,1260,817,10,144,82,1,0,0,1,1
3432,2,197,176,128,26,0,1,0,0,1,1
3433,0,88,15,12,34,0,1,0,0,1,0
3434,1,1578,713,356,1001,39,1,0,1,0,0
3435,1,1997,249,303,522,27,1,0,0,1,1
3436,2,140,25,22,7,15,1,0,0,1,0
3437,3,49,1,17,68,0,1,0,1,0,1
3438,3,64,242,48,83,0,1,0,0,1,1
3439,0,751,7,44,0,0,0,1,1,0,0
3440,2,169,16,102,365,0,1,0,1,0,1
3441,3,94,341,120,115,0,1,0,0,1,1
3442,0,915,99,7,165,170,1,0,0,1,1
3443,3,20,67,55,74,0,1,0,1,0,1
3444,3,410,94,46,99,0,1,0,0,1,1
3445,0,698,270,31,185,450,1,0,0,1,1
3446,0,328,20,12,158,0,0,1,0,1,0
3447,1,488,77,231,706,89,0,1,0,1,0
3448,0,896,208,19,147,41,1,0,0,1,1
3449,1,518,295,154,485,4,1,0,0,1,1
3450,1,108,255,85,1,0,1,0,1,0,0
3451,1,2450,2439,599,954,196,1,0,0,1,1
3452,0,1308,220,283,0,0,1,0,1,0,1
3453,3,1173,220,31,143,0,1,0,0,1,1
3454,2,57,157,152,13,99,1,0,0,1,1
3455,2,204,18,70,6,0,0,1,1,0,0
3456,2,29,105,23,91,0,1,0,1,0,0
3457,1,131,21,42,43,11,0,1,0,1,0
3458,0,197,3,94,188,0,1,0,0,1,1
3459,0,172,30,6,95,0,1,0,0,1,0
3460,2,36,18,22,105,0,1,0,1,0,0
3461,3,34,473,26,85,0,1,0,0,1,1
3462,3,52,273,96,95,0,1,0,1,0,0
3463,3,2,3,2,0,0,1,0,1,0,0
3464,0,684,6,18,0,0,1,0,0,1,1
3465,0,261,99,2,105,0,1,0,0,1,0
3466,1,1187,623,442,1102,27,1,0,0,1,1
3467,3,11,77,10,0,0,1,0,0,1,0
3468,1,1445,203,270,665,41,1,0,0,1,1
3469,1,472,122,121,665,0,1,0,0,1,1
3470,0,423,65,52,259,0,1,0,0,1,1
3471,0,1391,756,176,0,0,1,0,0,1,1
3472,0,845,87,38,232,0,1,0,1,0,0
3473,2,137,303,167,566,0,1,0,0,1,1
3474,3,0,1,0,0,0,1,0,1,0,0
3475,0,538,74,60,0,0,0,1,0,1,0
3476,0,623,92,24,7,47,1,0,1,0,1
3477,3,77,41,39,140,0,1,0,0,1,1
3478,2,132,108,278,15,55,1,0,0,1,1
3479,0,657,65,249,0,0,0,1,1,0,0
3480,0,244,10,20,121,0,1,0,0,1,1
3481,0,1153,72,131,0,0,1,0,1,0,1
3482,1,2119,618,665,1618,135,1,0,0,1,1
3483,3,1386,11,56,226,0,1,0,0,1,1
3484,3,182,29,33,0,0,0,1,0,1,0
3485,2,1173,249,150,554,0,1,0,1,0,1
3486,0,1017,158,79,141,0,1,0,0,1,0
3487,3,73,2794,106,74,0,1,0,1,0,1
3488,3,154,76,132,113,0,1,0,1,0,1
3489,2,75,110,52,10,34,1,0,1,0,0
3490,3,144,364,194,74,0,1,0,0,1,1
3491,2,23,6,40,290,0,0,1,1,0,0
3492,3,15,142,4,71,0,1,0,1,0,1
3493,2,243,171,27,308,0,0,1,1,0,0
3494,1,386,208,128,116,17,1,0,0,1,0
3495,3,66,181,123,94,0,1,0,1,0,1
3496,2,67,15,98,578,0,1,0,1,0,0
3497,3,5,99,15,19,0,0,1,1,0,0
3498,2,217,64,81,7,5,1,0,1,0,0
3499,3,46,329,27,38,0,1,0,1,0,0
3500,3,52,451,18,98,0,1,0,1,0,1
3501,1,689,156,107,34,8,0,1,0,1,0
3502,1,1088,281,356,1935,33,1,0,0,1,0
3503,3,1,174,7,0,0,0,1,0,1,0
3504,0,260,2,17,108,0,1,0,0,1,1
3505,3,22,84,47,70,0,1,0,1,0,1
3506,0,1484,3535,108,207,526,1,0,0,1,1
3507,3,31,34,21,77,0,1,0,1,0,1
3508,2,155,609,81,10,0,1,0,0,1,1
3509,3,867,48,47,165,0,1,0,0,1,1
3510,0,600,133,26,182,145,1,0,1,0,1
3511,0,214,49,30,121,0,1,0,0,1,1
3512,1,723,27,144,299,2,1,0,0,1,0
3513,2,83,264,40,1,22,1,0,1,0,0
3514,1,513,431,235,24,10,0,1,0,1,0
3515,1,474,137,130,1273,0,1,0,0,1,1
3516,0,700,450,58,154,267,1,0,0,1,0
3517,0,1078,223,13,246,441,1,0,0,1,1
3518,2,137,1423,425,34,126,1,0,0,1,1
3519,2,962,52,320,1133,2,1,0,0,1,1
3520,0,1279,190,170,963,0,1,0,1,0,1
3521,3,953,318,80,76,0,1,0,0,1,1
3522,3,2,1,6,1,0,1,0,0,1,1
3523,2,584,349,147,215,0,1,0,1,0,1
3524,1,87,73,42,0,1,0,1,0,1,0
3525,2,335,744,285,10,0,1,0,1,0,1
3526,0,277,64,30,89,0,0,1,1,0,0
3527,0,763,460,40,218,211,1,0,0,1,1
3528,0,301,0,16,188,0,1,0,0,1,1
3529,2,523,508,77,14,0,1,0,0,1,1
3530,1,195,24,183,144,11,0,1,0,1,0
3531,1,1333,1018,344,187,43,1,0,1,0,0
3532,0,208,12,19,66,0,1,0,0,1,1
3533,0,657,150,27,130,0,1,0,0,1,1
3534,2,165,103,178,349,0,1,0,1,0,0
3535,3,17,24,70,57,0,1,0,1,0,0
3536,3,9,0,7,79,0,1,0,1,0,1
3537,0,457,624,39,198,0,1,0,0,1,1
3538,0,126,142,16,85,0,1,0,0,1,1
3539,0,335,372,106,208,21,1,0,1,0,0
3540,2,528,77,125,1041,0,1,0,1,0,1
3541,1,1632,639,344,1087,40,1,0,0,1,1
3542,0,327,67,33,80,0,1,0,0,1,1
3543,2,116,55,101,1158,0,1,0,0,1,1
3544,1,2869,146,962,942,30,1,0,0,1,1
3545,2,299,449,517,44,231,1,0,0,1,1
3546,3,57,466,54,105,0,1,0,1,0,1
3547,2,254,1,157,406,0,1,0,1,0,0
3548,1,1164,361,401,1378,3,1,0,0,1,1
3549,0,559,121,54,131,70,1,0,0,1,1
3550,3,3,21,1,25,0,1,0,1,0,0
3551,1,1728,295,361,1046,19,1,0,0,1,1
3552,1,47,73,39,7,0,0,1,1,0,0
3553,0,267,20,15,112,0,1,0,0,1,1
3554,2,253,690,383,16,414,1,0,0,1,1
3555,1,194,121,48,143,31,0,1,1,0,0
3556,1,88,51,88,14,3,0,1,0,1,0
3557,1,113,72,86,0,0,1,0,1,0,0
3558,0,210,0,16,52,0,0,1,0,1,0
3559,1,3379,720,660,1628,12,1,0,0,1,1
3560,1,1134,186,264,580,5,1,0,0,1,1
3561,1,503,313,220,40,4,1,0,0,1,0
3562,1,973,293,177,486,25,1,0,0,1,1
3563,2,135,526,110,12,0,1,0,0,1,1
3564,2,23,11,19,0,0,1,0,1,0,0
3565,0,101,21,24,104,0,1,0,0,1,0
3566,1,1188,201,251,994,17,1,0,0,1,1
3567,1,931,317,256,854,43,1,0,0,1,1
3568,3,27,42,60,15,0,1,0,1,0,0
3569,0,355,262,29,141,0,1,0,0,1,1
3570,2,223,210,194,1,0,1,0,1,0,1
3571,2,66,0,8,0,0,0,1,1,0,0
3572,1,358,228,186,650,1,1,0,0,1,1
3573,1,339,50,98,25,47,0,1,0,1,0
3574,1,74,34,30,17,2,1,0,1,0,0
3575,3,136,1165,32,257,0,1,0,1,0,1
3576,3,16,0,2,0,0,0,1,0,1,0
3577,2,558,0,261,1640,0,1,0,0,1,1
3578,2,129,68,73,11,43,1,0,0,1,1
3579,1,324,88,242,609,6,1,0,0,1,0
3580,3,55,5,2,0,0,0,1,1,0,0
3581,1,826,75,154,462,1,1,0,0,1,1
3582,3,657,20,61,209,0,1,0,0,1,1
3583,2,11,0,12,194,0,0,1,1,0,0
3584,2,151,530,280,13,0,1,0,0,1,1
3585,2,1075,0,58,1748,0,1,0,1,0,0
3586,0,428,23,31,245,154,1,0,0,1,1
3587,2,115,327,123,8,6,1,0,1,0,0
3588,0,422,2858,73,149,331,1,0,1,0,1
3589,2,113,65,57,363,0,0,1,1,0,0
3590,1,40,14,32,2,0,1,0,0,1,0
3591,2,305,49,121,368,0,1,0,1,0,1
3592,2,303,1097,842,41,176,1,0,0,1,1
3593,1,210,144,109,570,1,1,0,1,0,0
3594,0,224,119,14,115,0,1,0,0,1,1
3595,2,44,0,47,2,0,0,1,1,0,0
3596,2,275,9,90,7,21,1,0,1,0,0
3597,0,16,0,9,80,0,1,0,1,0,1
3598,2,203,80,244,14,7,0,1,1,0,0
3599,2,19,28,6,20,0,0,1,1,0,0
3600,0,256,414,37,90,0,1,0,0,1,1
3601,3,28,1214,54,118,0,1,0,0,1,1
3602,0,27,122,4,25,0,1,0,0,1,0
3603,3,73,995,63,80,0,1,0,1,0,1
3604,3,246,13,35,61,20,1,0,0,1,0
3605,2,242,68,85,2,0,1,0,0,1,0
3606,2,67,18,35,4,7,1,0,0,1,0
3607,1,66,19,51,2,0,1,0,1,0,0
3608,3,47,1257,22,229,0,1,0,1,0,1
3609,2,77,67,102,314,0,1,0,1,0,1
3610,2,93,141,123,1447,0,1,0,1,0,1
3611,2,582,152,74,1110,0,1,0,1,0,1
3612,2,85,189,117,2,26,0,1,0,1,0
3613,2,46,15,59,0,0,1,0,1,0,0
3614,1,2195,537,369,809,39,1,0,0,1,1
3615,2,82,7,194,1,0,1,0,0,1,0
3616,2,129,2,106,833,0,1,0,1,0,1
3617,0,603,34,7,216,77,1,0,0,1,1
3618,0,1110,1870,119,185,484,1,0,0,1,1
3619,2,320,579,110,235,0,1,0,1,0,0
3620,3,20,376,22,24,0,0,1,1,0,0
3621,3,12,0,5,0,0,1,0,0,1,0
3622,2,95,391,177,7,74,0,1,1,0,0
3623,3,85,7,46,0,0,1,0,1,0,1
3624,1,327,409,138,199,2,0,1,0,1,0
3625,3,102,1638,83,95,0,1,0,0,1,0
3626,0,170,72,45,161,0,1,0,0,1,0
3627,3,606,408,42,115,0,1,0,0,1,1
3628,3,1657,74,19,205,0,1,0,0,1,1
3629,2,132,29,120,2255,0,1,0,0,1,1
3630,0,199,173,10,62,0,1,0,0,1,1
3631,1,513,603,270,191,13,0,1,0,1,0
3632,3,888,94,38,1,0,1,0,1,0,1
3633,3,2,71,7,1,0,1,0,1,0,0
3634,0,8,0,2,0,0,1,0,1,0,0
3635,2,218,147,136,201,0,0,1,1,0,0
3636,2,284,105,228,1,89,1,0,1,0,1
3637,0,2764,1879,287,0,0,1,0,1,0,1
3638,3,2138,169,35,186,0,1,0,0,1,1
3639,3,32,297,46,77,0,1,0,1,0,1
3640,3,1049,29,41,60,0,1,0,0,1,1
3641,0,1168,72,37,87,48,1,0,0,1,1
3642,0,1033,311,37,249,537,1,0,0,1,1
3643,2,227,132,334,20,73,1,0,1,0,1
3644,0,524,428,120,0,0,1,0,1,0,1
3645,0,867,542,43,178,178,1,0,0,1,1
3646,1,305,39,90,149,2,1,0,0,1,0
3647,1,349,30,131,736,0,1,0,0,1,1
3648,0,780,210,55,131,169,1,0,0,1,1
3649,3,0,15,2,0,0,1,0,1,0,0
3650,0,1724,2738,119,212,307,1,0,0,1,1
3651,3,18,177,26,44,0,1,0,1,0,1
3652,3,29,37,12,72,0,1,0,1,0,1
3653,1,522,272,147,94,1,0,1,1,0,0
3654,3,19,137,16,67,0,1,0,1,0,1
3655,2,26,32,42,192,0,1,0,1,0,1
3656,2,851,980,547,58,334,1,0,1,0,1
3657,2,9,9,14,100,0,1,0,0,1,0
3658,1,1618,134,221,16,65,0,1,1,0,0
3659,2,55,34,49,13,0,1,0,1,0,0
3660,3,13,123,31,89,0,1,0,1,0,0
3661,1,563,232,155,368,0,1,0,0,1,1
3662,2,70,8,131,826,0,1,0,1,0,1
3663,2,461,11,50,201,0,0,1,1,0,0
3664,2,58,0,21,4,0,0,1,1,0,0
3665,0,698,272,63,93,0,1,0,0,1,1
3666,2,155,62,66,10,9,1,0,1,0,0
3667,2,253,84,201,775,0,1,0,1,0,1
3668,2,249,335,215,40,125,1,0,1,0,1
3669,2,10,5,20,0,13,1,0,0,1,1
3670,2,60,44,18,2,20,0,1,1,0,0
3671,2,83,183,94,6,0,1,0,1,0,1
3672,2,214,182,60,2,0,1,0,1,0,1
3673,1,1068,206,238,141,32,0,1,0,1,0
3674,0,185,13,18,99,20,1,0,0,1,1
3675,1,732,513,157,273,30,0,1,0,1,0
3676,3,132,2,13,110,0,0,1,0,1,0
3677,1,1787,205,290,858,63,1,0,0,1,1
3678,2,33,63,45,6,34,0,1,1,0,0
3679,0,343,13,12,95,22,1,0,1,0,0
3680,2,6,0,1,0,0,0,1,0,1,0
3681,3,20,29,16,93,0,1,0,1,0,1
3682,3,25,8,12,0,0,1,0,0,1,0
3683,1,2165,279,622,967,58,1,0,0,1,0
3684,2,49,305,64,257,0,0,1,1,0,0
3685,0,589,936,87,152,381,1,0,0,1,1
3686,0,36,9,9,1,0,1,0,0,1,0
3687,1,67,90,63,1,3,0,1,0,1,0
3688,2,50,63,17,209,0,0,1,1,0,0
3689,0,706,12,108,181,78,1,0,1,0,1
3690,1,919,1270,497,1110,121,1,0,0,1,1
3691,0,28,0,3,0,0,1,0,1,0,0
3692,0,209,78,4,91,0,1,0,0,1,1
3693,2,29,141,56,1,22,0,1,0,1,0
3694,3,73,1750,62,73,0,1,0,0,1,1
3695,0,755,232,9,91,247,1,0,1,0,1
3696,0,166,161,11,100,0,0,1,0,1,0
3697,3,22,1,5,51,0,1,0,1,0,1
3698,2,151,97,73,321,0,1,0,1,0,0
3699,3,31,183,38,82,0,1,0,1,0,1
3700,2,41,634,30,4,0,1,0,0,1,1
3701,2,126,54,70,2,0,1,0,1,0,1
3702,2,207,295,251,12,194,1,0,0,1,1
3703,2,45,37,60,0,39,0,1,1,0,0
3704,1,96,0,15,0,0,1,0,1,0,0
3705,1,50,110,30,47,0,1,0,0,1,0
3706,1,1684,127,326,230,80,0,1,1,0,0
3707,2,15,6,11,80,0,0,1,1,0,0
3708,2,381,948,132,764,0,1,0,1,0,1
3709,0,62,7,18,2,0,1,0,0,1,0
3710,3,701,9,28,175,0,1,0,0,1,0
3711,2,371,873,684,56,165,1,0,1,0,1
3712,3,3,0,4,2,0,0,1,0,1,0
3713,0,168,50,69,0,0,1,0,1,0,1
3714,2,275,354,359,7,52,1,0,0,1,1
3715,2,200,1829,203,557,0,1,0,1,0,0
3716,0,300,159,22,90,0,1,0,0,1,1
3717,3,18,194,21,75,0,1,0,1,0,1
3718,2,219,134,77,420,0,0,1,1,0,0
3719,2,557,180,292,6,155,1,0,0,1,1
3720,2,211,284,191,7,131,1,0,1,0,1
3721,1,786,169,415,644,0,1,0,0,1,1
3722,1,172,137,127,859,0,1,0,0,1,0
3723,1,2123,380,399,825,57,1,0,0,1,1
3724,0,174,204,6,79,0,1,0,0,1,1
3725,1,471,195,141,0,0,0,1,0,1,0
3726,2,82,14,49,301,0,1,0,1,0,0
3727,1,688,146,278,867,4,1,0,0,1,0
3728,1,665,628,212,549,20,1,0,0,1,0
3729,3,33,83,14,83,0,1,0,1,0,1
3730,2,13,12,15,3,0,1,0,1,0,0
3731,1,125,32,64,7,0,0,1,0,1,0
3732,0,157,37,37,106,0,1,0,0,1,1
3733,1,1444,81,369,1621,13,1,0,0,1,1
3734,2,184,36,60,1,0,0,1,1,0,0
3735,0,1975,2536,136,172,692,1,0,0,1,1
